purchased_id;payment_method;shipping_type;promo_code ;Frequency of Purchases;purchase_amount;customer_id;brand_id
2543;Cash;Two Day;Yes;Annually;92;1443;1542
2544;PayPal;Next Day;Yes;Monthly;47;1444;1543
2545;Venmo;Express;Yes;Quarterly;36;1445;1544
2546;Venmo;Two Day;Yes;Annually;51;1446;1545
2547;Debit Card;Express;Yes;Quarterly;35;1447;1546
2548;Credit Card;Next Day;Yes;Monthly;57;1448;1547
2549;Bank Transfer;Free Shipping;Yes;Every Three Months;95;1449;1548
2550;Debit Card;Store Pickup;Yes;Every Three Months;41;1450;1549
2551;PayPal;Free Shipping;Yes;Quarterly;44;1451;1550
2552;Venmo;Next Day;Yes;Quarterly;34;1452;1551
2553;Venmo;Two Day;Yes;Quarterly;25;1453;1552
2554;PayPal;Two Day;Yes;Fortnightly;93;1454;1553
2555;Bank Transfer;Free Shipping;Yes;Annually;50;1455;1554
2556;Debit Card;Express;Yes;Every Three Months;79;1456;1555
2557;Venmo;Store Pickup;Yes;Every Three Months;100;1457;1556
2558;Bank Transfer;Express;Yes;Fortnightly;57;1458;1557
2559;Debit Card;Two Day;Yes;Weekly;28;1459;1558
2560;PayPal;Express;Yes;Fortnightly;35;1460;1559
2561;Venmo;Standard;Yes;Bi Weekly;85;1461;1560
2562;PayPal;Two Day;Yes;Quarterly;95;1462;1561
2563;Venmo;Two Day;Yes;Quarterly;90;1463;1562
2564;Credit Card;Store Pickup;Yes;Monthly;49;1464;1563
2565;Bank Transfer;Two Day;Yes;Quarterly;92;1465;1564
2566;Bank Transfer;Store Pickup;Yes;Bi Weekly;72;1466;1565
2567;PayPal;Store Pickup;Yes;Annually;71;1467;1566
2568;Credit Card;Store Pickup;Yes;Fortnightly;27;1468;1567
2569;Bank Transfer;Express;Yes;Fortnightly;39;1469;1568
2570;Debit Card;Standard;Yes;Every Three Months;98;1470;1569
2571;Venmo;Next Day;Yes;Every Three Months;27;1471;1570
2572;PayPal;Two Day;Yes;Every Three Months;71;1472;1571
2573;Bank Transfer;Store Pickup;Yes;Weekly;24;1473;1572
2574;Cash;Express;Yes;Every Three Months;63;1474;1573
2575;Bank Transfer;Next Day;Yes;Monthly;72;1475;1574
2576;Bank Transfer;Express;Yes;Monthly;61;1476;1575
2577;Credit Card;Next Day;Yes;Monthly;56;1477;1576
2578;Credit Card;Standard;Yes;Every Three Months;32;1478;1577
2579;PayPal;Free Shipping;Yes;Bi Weekly;23;1479;1578
2580;Debit Card;Standard;Yes;Weekly;100;1480;1579
2581;Cash;Express;Yes;Quarterly;74;1481;1580
2582;Credit Card;Standard;Yes;Quarterly;33;1482;1581
2583;Venmo;Two Day;Yes;Weekly;67;1483;1582
2584;PayPal;Next Day;Yes;Bi Weekly;61;1484;1583
2585;Cash;Store Pickup;Yes;Every Three Months;46;1485;1584
2586;Bank Transfer;Standard;Yes;Fortnightly;56;1486;1585
2587;Cash;Free Shipping;Yes;Every Three Months;73;1487;1586
2588;Credit Card;Store Pickup;Yes;Annually;44;1488;1587
2589;Venmo;Standard;Yes;Weekly;44;1489;1588
2590;PayPal;Next Day;Yes;Quarterly;26;1490;1589
2591;Venmo;Express;Yes;Bi Weekly;52;1491;1590
2592;Venmo;Free Shipping;Yes;Quarterly;54;1492;1591
2593;Venmo;Free Shipping;Yes;Quarterly;38;1493;1592
2594;Venmo;Standard;Yes;Quarterly;44;1494;1593
2595;Bank Transfer;Next Day;Yes;Fortnightly;76;1495;1594
2596;PayPal;Next Day;Yes;Weekly;23;1496;1595
2597;Credit Card;Standard;Yes;Bi Weekly;98;1497;1596
2598;Debit Card;Two Day;Yes;Every Three Months;33;1498;1597
2599;PayPal;Standard;Yes;Fortnightly;32;1499;1598
2600;Cash;Free Shipping;Yes;Every Three Months;85;1500;1599
2601;Venmo;Next Day;Yes;Monthly;69;1501;1600
2602;Bank Transfer;Standard;Yes;Every Three Months;55;1502;1601
2603;PayPal;Store Pickup;Yes;Fortnightly;66;1503;1602
2604;Cash;Two Day;Yes;Quarterly;30;1504;1603
2605;Cash;Next Day;Yes;Monthly;80;1505;1604
2606;PayPal;Express;Yes;Monthly;20;1506;1605
2607;Venmo;Two Day;Yes;Quarterly;30;1507;1606
2608;Bank Transfer;Two Day;Yes;Annually;86;1508;1607
2609;Credit Card;Store Pickup;Yes;Every Three Months;84;1509;1608
2610;Credit Card;Free Shipping;Yes;Annually;54;1510;1609
2611;Credit Card;Free Shipping;Yes;Annually;30;1511;1610
2612;Credit Card;Express;Yes;Weekly;91;1512;1611
2613;Debit Card;Standard;Yes;Bi Weekly;23;1513;1612
2614;PayPal;Free Shipping;Yes;Monthly;35;1514;1613
2615;Venmo;Two Day;Yes;Weekly;90;1515;1614
2616;Debit Card;Two Day;Yes;Weekly;93;1516;1615
2617;Bank Transfer;Express;Yes;Bi Weekly;68;1517;1616
2618;PayPal;Standard;Yes;Quarterly;41;1518;1617
2619;Cash;Next Day;Yes;Fortnightly;73;1519;1618
2620;Venmo;Next Day;Yes;Weekly;73;1520;1619
2621;Venmo;Two Day;Yes;Quarterly;66;1521;1620
2622;Credit Card;Two Day;Yes;Weekly;59;1522;1621
2623;Venmo;Free Shipping;Yes;Monthly;72;1523;1622
2624;Venmo;Two Day;Yes;Annually;88;1524;1623
2625;Debit Card;Free Shipping;Yes;Bi Weekly;76;1525;1624
2626;Debit Card;Two Day;Yes;Fortnightly;31;1526;1625
2627;PayPal;Next Day;Yes;Monthly;22;1527;1626
2628;Bank Transfer;Two Day;Yes;Fortnightly;75;1528;1627
2629;Credit Card;Store Pickup;Yes;Bi Weekly;75;1529;1628
2630;Venmo;Free Shipping;Yes;Bi Weekly;63;1530;1629
2631;Venmo;Next Day;Yes;Quarterly;21;1531;1630
2632;Cash;Next Day;Yes;Bi Weekly;83;1532;1631
2633;PayPal;Next Day;Yes;Every Three Months;46;1533;1632
2634;Bank Transfer;Two Day;Yes;Quarterly;59;1534;1633
2635;Venmo;Free Shipping;Yes;Fortnightly;66;1535;1634
2636;PayPal;Two Day;Yes;Monthly;74;1536;1635
2637;Cash;Store Pickup;Yes;Quarterly;82;1537;1636
2638;Bank Transfer;Next Day;Yes;Annually;89;1538;1637
2639;Bank Transfer;Standard;Yes;Bi Weekly;65;1539;1638
2640;Credit Card;Two Day;Yes;Every Three Months;55;1540;1639
2641;Debit Card;Next Day;Yes;Monthly;95;1541;1640
2642;Cash;Store Pickup;Yes;Bi Weekly;77;1542;1641
2643;Venmo;Next Day;Yes;Weekly;44;1543;1642
2644;Bank Transfer;Standard;Yes;Annually;89;1544;1643
2645;PayPal;Standard;Yes;Bi Weekly;24;1545;1644
2646;Cash;Store Pickup;Yes;Annually;43;1546;1645
2647;Credit Card;Express;Yes;Annually;51;1547;1646
2648;PayPal;Standard;Yes;Quarterly;46;1548;1647
2649;PayPal;Store Pickup;Yes;Weekly;32;1549;1648
2650;Cash;Two Day;Yes;Every Three Months;55;1550;1649
2651;Debit Card;Free Shipping;Yes;Quarterly;26;1551;1650
2652;Debit Card;Two Day;Yes;Monthly;29;1552;1651
2653;Debit Card;Express;Yes;Monthly;49;1553;1652
2654;PayPal;Free Shipping;Yes;Quarterly;45;1554;1653
2655;Credit Card;Standard;Yes;Bi Weekly;48;1555;1654
2656;Bank Transfer;Free Shipping;Yes;Quarterly;47;1556;1655
2657;Venmo;Standard;Yes;Quarterly;57;1557;1656
2658;PayPal;Next Day;Yes;Quarterly;34;1558;1657
2659;Credit Card;Express;Yes;Every Three Months;75;1559;1658
2660;Venmo;Store Pickup;Yes;Fortnightly;94;1560;1659
2661;Venmo;Free Shipping;Yes;Weekly;84;1561;1660
2662;Credit Card;Standard;Yes;Quarterly;38;1562;1661
2663;Credit Card;Next Day;Yes;Bi Weekly;75;1563;1662
2664;Credit Card;Next Day;Yes;Weekly;44;1564;1663
2665;Cash;Next Day;Yes;Every Three Months;33;1565;1664
2666;Venmo;Free Shipping;Yes;Annually;93;1566;1665
2667;Credit Card;Free Shipping;Yes;Bi Weekly;99;1567;1666
2668;Venmo;Standard;Yes;Monthly;33;1568;1667
2669;Venmo;Store Pickup;Yes;Monthly;76;1569;1668
2670;PayPal;Standard;Yes;Weekly;63;1570;1669
2671;Debit Card;Next Day;Yes;Every Three Months;41;1571;1670
2672;Cash;Next Day;Yes;Fortnightly;88;1572;1671
2673;Venmo;Two Day;Yes;Monthly;92;1573;1672
2674;Debit Card;Two Day;Yes;Weekly;31;1574;1673
2675;Bank Transfer;Free Shipping;Yes;Bi Weekly;25;1575;1674
2676;Cash;Next Day;Yes;Fortnightly;28;1576;1675
2677;PayPal;Two Day;Yes;Monthly;75;1577;1676
2678;Debit Card;Standard;Yes;Fortnightly;34;1578;1677
2679;Debit Card;Two Day;Yes;Quarterly;97;1579;1678
2680;Cash;Free Shipping;Yes;Monthly;80;1580;1679
2681;Credit Card;Standard;Yes;Annually;71;1581;1680
2682;PayPal;Free Shipping;Yes;Quarterly;77;1582;1681
2683;Cash;Next Day;Yes;Monthly;41;1583;1682
2684;Cash;Next Day;Yes;Annually;92;1584;1683
2685;Venmo;Store Pickup;Yes;Quarterly;95;1585;1684
2686;Cash;Next Day;Yes;Fortnightly;25;1586;1685
2687;Debit Card;Express;Yes;Weekly;77;1587;1686
2688;Venmo;Free Shipping;Yes;Fortnightly;99;1588;1687
2689;Cash;Next Day;Yes;Monthly;24;1589;1688
2690;Venmo;Store Pickup;Yes;Weekly;72;1590;1689
2691;Cash;Free Shipping;Yes;Annually;80;1591;1690
2692;Bank Transfer;Next Day;Yes;Annually;100;1592;1691
2693;Credit Card;Free Shipping;Yes;Every Three Months;83;1593;1692
2694;PayPal;Two Day;Yes;Monthly;95;1594;1693
2695;Bank Transfer;Store Pickup;Yes;Fortnightly;41;1595;1694
2696;Cash;Standard;Yes;Fortnightly;35;1596;1695
2697;Bank Transfer;Store Pickup;Yes;Monthly;30;1597;1696
2698;Debit Card;Store Pickup;Yes;Quarterly;21;1598;1697
2699;Credit Card;Express;Yes;Bi Weekly;85;1599;1698
2700;Venmo;Two Day;Yes;Bi Weekly;54;1600;1699
2701;PayPal;Next Day;Yes;Weekly;26;1601;1700
2702;Venmo;Store Pickup;Yes;Monthly;59;1602;1701
2703;Credit Card;Free Shipping;Yes;Fortnightly;48;1603;1702
2704;Debit Card;Next Day;Yes;Bi Weekly;98;1604;1703
2705;Venmo;Two Day;Yes;Every Three Months;92;1605;1704
2706;Bank Transfer;Next Day;Yes;Bi Weekly;46;1606;1705
2707;Debit Card;Standard;Yes;Fortnightly;21;1607;1706
2708;Venmo;Free Shipping;Yes;Quarterly;72;1608;1707
2709;Cash;Next Day;Yes;Bi Weekly;58;1609;1708
2710;Credit Card;Standard;Yes;Monthly;93;1610;1709
2711;Credit Card;Two Day;Yes;Annually;31;1611;1710
2712;PayPal;Next Day;Yes;Monthly;26;1612;1711
2713;Bank Transfer;Standard;Yes;Monthly;68;1613;1712
2714;Credit Card;Next Day;Yes;Fortnightly;31;1614;1713
2715;Cash;Free Shipping;Yes;Bi Weekly;41;1615;1714
2716;PayPal;Standard;Yes;Bi Weekly;62;1616;1715
2717;Bank Transfer;Standard;Yes;Quarterly;41;1617;1716
2718;PayPal;Standard;Yes;Fortnightly;64;1618;1717
2719;Venmo;Standard;Yes;Quarterly;72;1619;1718
2720;Cash;Store Pickup;Yes;Bi Weekly;78;1620;1719
2721;Bank Transfer;Two Day;Yes;Every Three Months;47;1621;1720
2722;Venmo;Two Day;Yes;Fortnightly;46;1622;1721
2723;PayPal;Store Pickup;Yes;Every Three Months;43;1623;1722
2724;Venmo;Next Day;Yes;Annually;58;1624;1723
2725;Venmo;Free Shipping;Yes;Every Three Months;32;1625;1724
2726;PayPal;Next Day;Yes;Bi Weekly;45;1626;1725
2727;Bank Transfer;Next Day;Yes;Bi Weekly;35;1627;1726
2728;Venmo;Next Day;Yes;Annually;21;1628;1727
2729;PayPal;Next Day;Yes;Monthly;64;1629;1728
2730;Credit Card;Next Day;Yes;Quarterly;88;1630;1729
2731;Debit Card;Store Pickup;Yes;Every Three Months;48;1631;1730
2732;PayPal;Two Day;Yes;Fortnightly;36;1632;1731
2733;PayPal;Two Day;Yes;Every Three Months;28;1633;1732
2734;Bank Transfer;Two Day;Yes;Bi Weekly;80;1634;1733
2735;Debit Card;Store Pickup;Yes;Every Three Months;23;1635;1734
2736;Cash;Standard;Yes;Annually;24;1636;1735
2737;Credit Card;Free Shipping;Yes;Fortnightly;22;1637;1736
2738;Bank Transfer;Next Day;Yes;Fortnightly;21;1638;1737
2739;PayPal;Free Shipping;Yes;Weekly;51;1639;1738
2740;Bank Transfer;Free Shipping;Yes;Annually;65;1640;1739
2741;Debit Card;Two Day;Yes;Weekly;51;1641;1740
2742;Bank Transfer;Free Shipping;Yes;Every Three Months;32;1642;1741
2743;Bank Transfer;Store Pickup;Yes;Fortnightly;70;1643;1742
2744;PayPal;Two Day;Yes;Monthly;77;1644;1743
2745;PayPal;Next Day;Yes;Monthly;90;1645;1744
2746;Bank Transfer;Standard;Yes;Every Three Months;36;1646;1745
2747;Credit Card;Standard;Yes;Every Three Months;77;1647;1746
2748;Credit Card;Store Pickup;Yes;Quarterly;78;1648;1747
2749;Bank Transfer;Express;Yes;Monthly;69;1649;1748
2750;PayPal;Free Shipping;Yes;Quarterly;63;1650;1749
2751;Venmo;Next Day;Yes;Fortnightly;36;1651;1750
2752;Bank Transfer;Standard;Yes;Monthly;80;1652;1751
2753;Cash;Next Day;Yes;Fortnightly;35;1653;1752
2754;Venmo;Two Day;Yes;Bi Weekly;93;1654;1753
2755;Venmo;Store Pickup;Yes;Quarterly;25;1655;1754
2756;Venmo;Next Day;Yes;Monthly;81;1656;1755
2757;Credit Card;Two Day;Yes;Every Three Months;42;1657;1756
2758;Cash;Store Pickup;Yes;Bi Weekly;36;1658;1757
2759;Debit Card;Store Pickup;Yes;Weekly;66;1659;1758
2760;Bank Transfer;Next Day;Yes;Annually;37;1660;1759
2761;Venmo;Standard;Yes;Monthly;45;1661;1760
2762;Credit Card;Two Day;Yes;Quarterly;86;1662;1761
2763;Debit Card;Free Shipping;Yes;Fortnightly;24;1663;1762
2764;Cash;Standard;Yes;Bi Weekly;22;1664;1763
2765;PayPal;Next Day;Yes;Weekly;53;1665;1764
2766;Cash;Next Day;Yes;Monthly;41;1666;1765
2767;Cash;Store Pickup;Yes;Annually;64;1667;1766
2768;Bank Transfer;Two Day;Yes;Every Three Months;40;1668;1767
2769;Credit Card;Standard;Yes;Fortnightly;33;1669;1768
2770;PayPal;Store Pickup;Yes;Quarterly;59;1670;1769
2771;Venmo;Free Shipping;Yes;Weekly;73;1671;1770
2772;PayPal;Free Shipping;Yes;Weekly;22;1672;1771
2773;Debit Card;Free Shipping;Yes;Quarterly;73;1673;1772
2774;Debit Card;Next Day;Yes;Bi Weekly;62;1674;1773
2775;PayPal;Free Shipping;Yes;Fortnightly;56;1675;1774
2776;Venmo;Next Day;Yes;Annually;90;1676;1775
2777;PayPal;Next Day;Yes;Weekly;44;1677;1776
2778;PayPal;Next Day;No;Weekly;35;1678;1777
2779;PayPal;Two Day;No;Fortnightly;71;1679;1778
2780;PayPal;Next Day;No;Bi Weekly;52;1680;1779
2781;Credit Card;Store Pickup;No;Annually;37;1681;1780
2782;Cash;Two Day;No;Bi Weekly;95;1682;1781
2783;Venmo;Two Day;No;Bi Weekly;97;1683;1782
2784;Debit Card;Next Day;No;Quarterly;57;1684;1783
2785;Cash;Standard;No;Weekly;93;1685;1784
2786;Venmo;Standard;No;Bi Weekly;48;1686;1785
2787;Credit Card;Store Pickup;No;Annually;75;1687;1786
2788;Venmo;Free Shipping;No;Annually;70;1688;1787
2789;Credit Card;Next Day;No;Fortnightly;26;1689;1788
2790;Credit Card;Store Pickup;No;Monthly;73;1690;1789
2791;Cash;Free Shipping;No;Annually;30;1691;1790
2792;Credit Card;Next Day;No;Annually;61;1692;1791
2793;Debit Card;Standard;No;Bi Weekly;75;1693;1792
2794;Venmo;Standard;No;Fortnightly;88;1694;1793
2795;Credit Card;Express;No;Fortnightly;67;1695;1794
2796;Venmo;Two Day;No;Fortnightly;95;1696;1795
2797;Bank Transfer;Free Shipping;No;Bi Weekly;69;1697;1796
2798;Venmo;Next Day;No;Every Three Months;87;1698;1797
2799;Credit Card;Standard;No;Quarterly;41;1699;1798
2800;Bank Transfer;Free Shipping;No;Annually;67;1700;1799
2801;Credit Card;Express;No;Monthly;70;1701;1800
2802;PayPal;Next Day;No;Every Three Months;41;1702;1801
2803;Debit Card;Express;No;Weekly;83;1703;1802
2804;Venmo;Next Day;No;Annually;22;1704;1803
2805;Bank Transfer;Store Pickup;No;Every Three Months;20;1705;1804
2806;Venmo;Two Day;No;Bi Weekly;29;1706;1805
2807;Credit Card;Standard;No;Fortnightly;87;1707;1806
2808;Credit Card;Two Day;No;Bi Weekly;81;1708;1807
2809;Bank Transfer;Express;No;Quarterly;58;1709;1808
2810;Venmo;Standard;No;Annually;83;1710;1809
2811;Debit Card;Store Pickup;No;Quarterly;59;1711;1810
2812;Debit Card;Express;No;Monthly;93;1712;1811
2813;Debit Card;Two Day;No;Fortnightly;87;1713;1812
2814;Venmo;Free Shipping;No;Quarterly;22;1714;1813
2815;Bank Transfer;Standard;No;Monthly;71;1715;1814
2816;PayPal;Two Day;No;Bi Weekly;69;1716;1815
2817;Venmo;Standard;No;Every Three Months;47;1717;1816
2818;Cash;Express;No;Bi Weekly;50;1718;1817
2819;Cash;Two Day;No;Every Three Months;96;1719;1818
2820;Venmo;Free Shipping;No;Quarterly;39;1720;1819
2821;Cash;Express;No;Bi Weekly;84;1721;1820
2822;Venmo;Free Shipping;No;Monthly;28;1722;1821
2823;Cash;Standard;No;Fortnightly;51;1723;1822
2824;Bank Transfer;Standard;No;Annually;20;1724;1823
2825;PayPal;Free Shipping;No;Weekly;72;1725;1824
2826;Cash;Next Day;No;Quarterly;33;1726;1825
2827;Credit Card;Express;No;Weekly;28;1727;1826
2828;Credit Card;Express;No;Monthly;53;1728;1827
2829;Debit Card;Express;No;Every Three Months;48;1729;1828
2830;Venmo;Store Pickup;No;Fortnightly;21;1730;1829
2831;Cash;Free Shipping;No;Weekly;22;1731;1830
2832;Debit Card;Next Day;No;Monthly;87;1732;1831
2833;Cash;Free Shipping;No;Every Three Months;50;1733;1832
2834;Bank Transfer;Express;No;Annually;85;1734;1833
2835;Credit Card;Next Day;No;Quarterly;98;1735;1834
2836;Debit Card;Express;No;Annually;34;1736;1835
2837;Cash;Two Day;No;Quarterly;61;1737;1836
2838;Bank Transfer;Store Pickup;No;Bi Weekly;98;1738;1837
2839;PayPal;Two Day;No;Weekly;61;1739;1838
2840;Credit Card;Express;No;Weekly;98;1740;1839
2841;Cash;Next Day;No;Every Three Months;21;1741;1840
2842;Venmo;Next Day;No;Monthly;51;1742;1841
2843;Credit Card;Express;No;Every Three Months;80;1743;1842
2844;Debit Card;Standard;No;Weekly;72;1744;1843
2845;PayPal;Standard;No;Weekly;63;1745;1844
2846;Credit Card;Store Pickup;No;Weekly;27;1746;1845
2847;Bank Transfer;Store Pickup;No;Fortnightly;44;1747;1846
2848;Cash;Express;No;Quarterly;23;1748;1847
2849;Bank Transfer;Two Day;No;Annually;93;1749;1848
2850;Credit Card;Two Day;No;Every Three Months;70;1750;1849
2851;Credit Card;Express;No;Every Three Months;85;1751;1850
2852;PayPal;Two Day;No;Annually;40;1752;1851
2853;Debit Card;Store Pickup;No;Quarterly;29;1753;1852
2854;Venmo;Next Day;No;Fortnightly;27;1754;1853
2855;Debit Card;Two Day;No;Fortnightly;93;1755;1854
2856;Cash;Next Day;No;Monthly;20;1756;1855
2857;PayPal;Free Shipping;No;Weekly;55;1757;1856
2858;Bank Transfer;Standard;No;Annually;94;1758;1857
2859;Debit Card;Free Shipping;No;Bi Weekly;56;1759;1858
2860;Venmo;Next Day;No;Weekly;58;1760;1859
2861;Credit Card;Standard;No;Weekly;44;1761;1860
2862;PayPal;Two Day;No;Weekly;95;1762;1861
2863;Credit Card;Express;No;Fortnightly;42;1763;1862
2864;Venmo;Store Pickup;No;Annually;93;1764;1863
2865;PayPal;Store Pickup;No;Quarterly;56;1765;1864
2866;Bank Transfer;Two Day;No;Quarterly;88;1766;1865
2867;Venmo;Two Day;No;Bi Weekly;54;1767;1866
2868;PayPal;Two Day;No;Fortnightly;89;1768;1867
2869;Venmo;Two Day;No;Every Three Months;45;1769;1868
2870;Credit Card;Free Shipping;No;Monthly;75;1770;1869
2871;Credit Card;Express;No;Weekly;22;1771;1870
2872;Credit Card;Store Pickup;No;Annually;82;1772;1871
2873;PayPal;Two Day;No;Annually;34;1773;1872
2874;Cash;Free Shipping;No;Annually;92;1774;1873
2875;Bank Transfer;Express;No;Weekly;78;1775;1874
2876;Bank Transfer;Two Day;No;Bi Weekly;47;1776;1875
2877;Bank Transfer;Free Shipping;No;Every Three Months;64;1777;1876
2878;Cash;Free Shipping;No;Fortnightly;44;1778;1877
2879;Debit Card;Store Pickup;No;Bi Weekly;94;1779;1878
2880;Bank Transfer;Free Shipping;No;Weekly;62;1780;1879
2881;Cash;Next Day;No;Weekly;81;1781;1880
2882;PayPal;Express;No;Quarterly;33;1782;1881
2883;Credit Card;Next Day;No;Fortnightly;88;1783;1882
2884;Cash;Free Shipping;No;Monthly;49;1784;1883
2885;Cash;Standard;No;Quarterly;31;1785;1884
2886;Bank Transfer;Next Day;No;Monthly;29;1786;1885
2887;Debit Card;Two Day;No;Monthly;34;1787;1886
2888;Bank Transfer;Two Day;No;Quarterly;38;1788;1887
2889;PayPal;Store Pickup;No;Bi Weekly;41;1789;1888
2890;PayPal;Two Day;No;Quarterly;34;1790;1889
2891;Credit Card;Store Pickup;No;Bi Weekly;26;1791;1890
2892;Debit Card;Store Pickup;No;Annually;98;1792;1891
2893;Bank Transfer;Express;No;Every Three Months;59;1793;1892
2894;Debit Card;Store Pickup;No;Every Three Months;92;1794;1893
2895;Bank Transfer;Express;No;Fortnightly;40;1795;1894
2896;Debit Card;Two Day;No;Fortnightly;20;1796;1895
2897;Debit Card;Store Pickup;No;Weekly;35;1797;1896
2898;PayPal;Two Day;No;Weekly;35;1798;1897
2899;Credit Card;Express;No;Weekly;82;1799;1898
2900;Debit Card;Express;No;Weekly;48;1800;1899
2901;Cash;Express;No;Weekly;58;1801;1900
2902;Credit Card;Express;No;Fortnightly;57;1802;1901
2903;Bank Transfer;Store Pickup;No;Bi Weekly;96;1803;1902
2904;PayPal;Free Shipping;No;Fortnightly;97;1804;1903
2905;Debit Card;Next Day;No;Weekly;42;1805;1904
2906;Venmo;Store Pickup;No;Weekly;62;1806;1905
2907;Credit Card;Standard;No;Annually;67;1807;1906
2908;PayPal;Standard;No;Fortnightly;46;1808;1907
2909;Credit Card;Next Day;No;Monthly;71;1809;1908
2910;Credit Card;Free Shipping;No;Fortnightly;99;1810;1909
2911;Credit Card;Standard;No;Bi Weekly;28;1811;1910
2912;Bank Transfer;Standard;No;Annually;77;1812;1911
2913;Venmo;Express;No;Bi Weekly;63;1813;1912
2914;Credit Card;Free Shipping;No;Weekly;62;1814;1913
2915;Debit Card;Free Shipping;No;Quarterly;92;1815;1914
2916;Venmo;Two Day;No;Every Three Months;72;1816;1915
2917;Venmo;Express;No;Weekly;79;1817;1916
2918;Credit Card;Free Shipping;No;Weekly;27;1818;1917
2919;Credit Card;Express;No;Every Three Months;39;1819;1918
2920;Cash;Next Day;No;Quarterly;86;1820;1919
2921;PayPal;Express;No;Monthly;94;1821;1920
2922;Credit Card;Express;No;Quarterly;53;1822;1921
2923;Cash;Standard;No;Annually;85;1823;1922
2924;Cash;Free Shipping;No;Bi Weekly;50;1824;1923
2925;Credit Card;Express;No;Monthly;47;1825;1924
2926;Bank Transfer;Next Day;No;Weekly;75;1826;1925
2927;PayPal;Express;No;Annually;60;1827;1926
2928;Cash;Two Day;No;Weekly;36;1828;1927
2929;Debit Card;Express;No;Every Three Months;80;1829;1928
2930;Venmo;Two Day;No;Quarterly;96;1830;1929
2931;Credit Card;Express;No;Annually;80;1831;1930
2932;Bank Transfer;Free Shipping;No;Every Three Months;71;1832;1931
2933;Debit Card;Free Shipping;No;Monthly;29;1833;1932
2934;Bank Transfer;Two Day;No;Fortnightly;53;1834;1933
2935;Venmo;Two Day;No;Fortnightly;35;1835;1934
2936;Cash;Two Day;No;Quarterly;75;1836;1935
2937;Cash;Two Day;No;Monthly;52;1837;1936
2938;PayPal;Free Shipping;No;Monthly;77;1838;1937
2939;Credit Card;Next Day;No;Quarterly;24;1839;1938
2940;Venmo;Store Pickup;No;Annually;78;1840;1939
2941;Cash;Store Pickup;No;Every Three Months;98;1841;1940
2942;Debit Card;Standard;No;Every Three Months;57;1842;1941
2943;Bank Transfer;Express;No;Annually;78;1843;1942
2944;Bank Transfer;Next Day;No;Monthly;76;1844;1943
2945;Venmo;Two Day;No;Annually;26;1845;1944
2946;Debit Card;Two Day;No;Quarterly;78;1846;1945
2947;Debit Card;Standard;No;Quarterly;53;1847;1946
2948;Debit Card;Free Shipping;No;Weekly;100;1848;1947
2949;Credit Card;Express;No;Every Three Months;73;1849;1948
2950;Credit Card;Store Pickup;No;Monthly;40;1850;1949
2951;Credit Card;Store Pickup;No;Weekly;76;1851;1950
2952;Venmo;Free Shipping;No;Fortnightly;80;1852;1951
2953;Cash;Store Pickup;No;Weekly;80;1853;1952
2954;Bank Transfer;Express;No;Fortnightly;67;1854;1953
2955;Credit Card;Express;No;Annually;61;1855;1954
2956;Bank Transfer;Standard;No;Annually;76;1856;1955
